Pedido;Data Cadastro;Produto;Descrição Produto;Quantidade Compra;Unidade de Compra;Preço Unit. Compra;Fornecedor;Descrição Fornecedor;Situação Pedido;Previsão Entrega Inicial;Previsão Entrega Atual;Comprador;Nome Comprador;Condição Pagamento;Descrição Condição Pagamento;Data Recebimentos;Máscara de Entrada
64165;03/09/2024;28044;Espaguete Corrugado 9,5mm;4;RL;31,35;20002;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;20/09/2024;20/09/2024;55;Gabriel André Bertram;6;28 DIAS;04/09/2024;1.20.08.01.01.00045
64547;20/09/2024;28044;Espaguete Corrugado 9,5mm;4;RL;31,35;20002;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;07/10/2024;07/10/2024;55;Gabriel André Bertram;6;28 DIAS;01/11/2024;1.20.08.01.01.00045
65303;01/11/2024;28044;Espaguete Corrugado 9,5mm;8;RL;31,35;20002;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;11/11/2024;11/11/2024;55;Gabriel André Bertram;6;28 DIAS;07/11/2024;1.20.08.01.01.00045
65381;06/11/2024;28044;Espaguete Corrugado 9,5mm;4;RL;31,35;20002;KRAMBECK COMERCIO DE AUTOPECAS LTDA;Atendido;11/11/2024;11/11/2024;55;Gabriel André Bertram;6;28 DIAS;07/11/2024;1.20.08.01.01.00045
60338;29/01/2024;28231;Bones Personalizados - Brindes;200;PC;18,9;24818;B R L BONES PROMOCIONAIS LTDA;Atendido;29/01/2024;29/01/2024;55;Gabriel André Bertram;24;A VISTA;26/01/2024;7.01.01.01.01.00003
61772;02/05/2024;28421;Perfil Al - CBA N2550 Comp. 3010mm1,143 kg/m Liga e Tempera 6063-T6FNao Anodizado.SKU CBA:6203532;190;PC;81,39;21594;COMPANHIA BRASILEIRA DE ALUMINIO;Atendido;24/06/2024;18/07/2024;104;Jonas Linshalm;3;10 DIAS;18/07/2024;1.02.03.01.14.00003
60116;11/01/2024;28445;Paraf Sext M8x60x1,25 Zb Rparc;10;CT;41,38;20149;INDUSTRIAL REX LTDA.;Atendido;19/01/2024;19/01/2024;55;Gabriel André Bertram;12;28/42/56 DIAS;17/01/2024;1.99.04.01.01.00065
62779;28/06/2024;28445;Paraf Sext M8x60x1,25 Zb Rparc;3;CT;91,49;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;22/07/2024;22/07/2024;55;Gabriel André Bertram;26;28/56;05/07/2024;1.99.04.01.01.00065
63679;08/08/2024;28445;Paraf Sext M8x60x1,25 Zb Rparc;4;CT;36,03;20149;INDUSTRIAL REX LTDA.;Atendido;15/08/2024;15/08/2024;55;Gabriel André Bertram;12;28/42/56 DIAS;13/08/2024;1.99.04.01.01.00065
64839;08/10/2024;28445;Paraf Sext M8x60x1,25 Zb Rparc;6;CT;91,49;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;15/10/2024;15/10/2024;55;Gabriel André Bertram;26;28/56;23/10/2024;1.99.04.01.01.00065
60185;18/01/2024;28446;Paraf Sextavado M8x45X1,25 ZB RParc;2;CT;42,8;20201;METALURGICA FEY LTDA.;Atendido;25/01/2024;25/01/2024;55;Gabriel André Bertram;28;28/56/84 DIAS;24/01/2024;1.04.01.09.01.00038
60367;31/01/2024;28599;Porca Sext Autotr M8x1,25mm;5;CT;11,79;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;12/02/2024;12/02/2024;55;Gabriel André Bertram;6;28 DIAS;02/02/2024;1.99.04.01.02.00018
62030;22/05/2024;28599;Porca Sext Autotr M8x1,25mm;1;CT;13,68;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;10/06/2024;10/06/2024;55;Gabriel André Bertram;6;28 DIAS;27/05/2024;1.99.04.01.02.00018
62073;24/05/2024;28599;Porca Sext Autotr M8x1,25mm;5;CT;11,79;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;27/05/2024;27/05/2024;55;Gabriel André Bertram;26;28/56;27/05/2024;1.99.04.01.02.00018
62192;30/05/2024;28599;Porca Sext Autotr M8x1,25mm;5;CT;11,79;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;10/06/2024;10/06/2024;55;Gabriel André Bertram;26;28/56;05/06/2024;1.99.04.01.02.00018
64417;16/09/2024;28599;Porca Sext Autotr M8x1,25mm;10;CT;10,89;20201;METALURGICA FEY LTDA.;Atendido;30/09/2024;30/09/2024;55;Gabriel André Bertram;28;28/56/84 DIAS;30/09/2024;1.99.04.01.02.00018
60705;27/02/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;60;CT;16,88;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;04/03/2024;04/03/2024;55;Gabriel André Bertram;26;28/56;04/03/2024;1.99.04.01.03.00018
60878;07/03/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;60;CT;16,88;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;15/04/2024;15/04/2024;55;Gabriel André Bertram;26;28/56;13/03/2024;1.99.04.01.03.00018
62477;14/06/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;80;CT;16,88;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;24/06/2024;24/06/2024;55;Gabriel André Bertram;26;28/56;19/06/2024 - 01/11/2024;1.99.04.01.03.00018
62921;05/07/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;10;CT;16,88;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;15/07/2024;15/07/2024;55;Gabriel André Bertram;26;28/56;12/07/2024;1.99.04.01.03.00018
63183;16/07/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;100;CT;16,88;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;05/08/2024;05/08/2024;55;Gabriel André Bertram;26;28/56;17/07/2024;1.99.04.01.03.00018
64084;30/08/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;60;CT;15,47;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;16/09/2024;23/09/2024;55;Gabriel André Bertram;26;28/56;23/09/2024;1.99.04.01.03.00018
64966;11/10/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;60;CT;15,47;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;08/11/2024;08/11/2024;55;Gabriel André Bertram;26;28/56;01/11/2024;1.99.04.01.03.00018
64966;11/10/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;40;CT;15,47;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;04/12/2024;04/12/2024;55;Gabriel André Bertram;26;28/56;27/11/2024;1.99.04.01.03.00018
64966;11/10/2024;28771;Arruela Lisa M12 - Zinc - #2,75mm;60;CT;15,47;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;08/01/2025;08/01/2025;55;Gabriel André Bertram;26;28/56;07/01/2025;1.99.04.01.03.00018
62544;18/06/2024;28778;Corda Trancada PP 8mm - SE4'SRREF JOST - AD 00260 J 00;13;M;3,81;20531;JOST BRASIL - SISTEMAS AUTOMOTIVOS;Atendido;24/06/2024;24/06/2024;109;Marcia - Compras;9;28/42 DIAS;03/07/2024;1.20.06.05.01.00038
64204;05/09/2024;28778;Corda Trancada PP 8mm - SE4'SRREF JOST - AD 00260 J 00;20;M;3,81;20531;JOST BRASIL - SISTEMAS AUTOMOTIVOS;Atendido;16/09/2024;30/09/2024;109;Marcia - Compras;9;28/42 DIAS;24/09/2024;1.20.06.05.01.00038
64444;17/09/2024;28778;Corda Trancada PP 8mm - SE4'SRREF JOST - AD 00260 J 00;26;M;3,81;20531;JOST BRASIL - SISTEMAS AUTOMOTIVOS;Atendido;28/10/2024;28/10/2024;109;Marcia - Compras;9;28/42 DIAS;28/10/2024 - 01/11/2024;1.20.06.05.01.00038
64924;10/10/2024;28778;Corda Trancada PP 8mm - SE4'SRREF JOST - AD 00260 J 00;26;M;3,81;20531;JOST BRASIL - SISTEMAS AUTOMOTIVOS;Atendido;02/12/2024;02/12/2024;109;Marcia - Compras;9;28/42 DIAS;13/12/2024;1.20.06.05.01.00038
62651;25/06/2024;28795;Paraf Sextavado M22x65x2,50mm;20;PC;7,2675;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;25/06/2024;25/06/2024;55;Gabriel André Bertram;6;28 DIAS;27/06/2024;1.04.01.09.01.00035
62764;28/06/2024;28795;Paraf Sextavado M22x65x2,50mm;0,07;CT;1.086,60;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;28/06/2024;28/06/2024;55;Gabriel André Bertram;26;28/56;02/07/2024;1.04.01.09.01.00035
62781;01/07/2024;28795;Paraf Sextavado M22x65x2,50mm;20;PC;6,46;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;01/07/2024;01/07/2024;55;Gabriel André Bertram;6;28 DIAS;02/07/2024;1.04.01.09.01.00035
64084;30/08/2024;28795;Paraf Sextavado M22x65x2,50mm;0,2;CT;1.182,60;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;23/09/2024;31/10/2024;55;Gabriel André Bertram;26;28/56;24/10/2024;1.04.01.09.01.00035
64979;11/10/2024;28795;Paraf Sextavado M22x65x2,50mm;1;CT;1.300,00;24686;SIFER INDUSTRIA E COMERCIO DE PARAFUSOS LTDA;Atendido;16/10/2024;16/10/2024;55;Gabriel André Bertram;12;28/42/56 DIAS;05/11/2024;1.04.01.09.01.00035
60797;01/03/2024;28823;Engate Mola Alavanca - BTD;437;PC;3,5;23716;METALURGICA TAK LTDA;Atendido;11/03/2024;02/04/2024;109;Marcia - Compras;6;28 DIAS;22/03/2024 - 27/03/2024;1.20.03.01.01.00013
62651;25/06/2024;28845;Porca Sext M22x2,50mm;20;PC;2,677;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;25/06/2024;25/06/2024;55;Gabriel André Bertram;6;28 DIAS;27/06/2024;1.04.02.01.03.00030
62777;28/06/2024;28845;Porca Sext M22x2,50mm;50;PC;2,317;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;01/07/2024;01/07/2024;55;Gabriel André Bertram;6;28 DIAS;02/07/2024;1.04.02.01.03.00030
64838;08/10/2024;28845;Porca Sext M22x2,50mm;50;PC;2,317;20071;COMERCIO PARAF. FERR. BERTOLDI LTDA;Atendido;09/10/2024;09/10/2024;55;Gabriel André Bertram;6;28 DIAS;09/10/2024;1.04.02.01.03.00030
60949;08/03/2024;28856;Suporte Dobradica PT Bruto - N11FR;1.000,00;PC;33,54;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;15/04/2024;15/04/2024;109;Marcia - Compras;26;28/56;23/04/2024;1.12.01.01.01.00010
61279;28/03/2024;28856;Suporte Dobradica PT Bruto - N11FR;1.000,00;PC;33,54;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;03/06/2024;03/06/2024;109;Marcia - Compras;26;28/56;06/06/2024;1.12.01.01.01.00010
62607;21/06/2024;28856;Suporte Dobradica PT Bruto - N11FR;1.000,00;PC;33,54;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;29/07/2024;29/07/2024;109;Marcia - Compras;26;28/56;19/07/2024 - 06/08/2024;1.12.01.01.01.00010
62991;09/07/2024;28856;Suporte Dobradica PT Bruto - N11FR;1.000,00;PC;33,54;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;05/08/2024;05/08/2024;109;Marcia - Compras;26;28/56;07/08/2024;1.12.01.01.01.00010
63286;19/07/2024;28856;Suporte Dobradica PT Bruto - N11FR;1.600,00;PC;33,54;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;02/09/2024;02/09/2024;109;Marcia - Compras;26;28/56;02/09/2024;1.12.01.01.01.00010
63288;19/07/2024;28856;Suporte Dobradica PT Bruto - N11FR;1.500,00;PC;33,54;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;07/10/2024;07/10/2024;109;Marcia - Compras;26;28/56;03/10/2024;1.12.01.01.01.00010
64259;06/09/2024;28856;Suporte Dobradica PT Bruto - N11FR;1.000,00;PC;33,54;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;06/11/2024;02/12/2024;109;Marcia - Compras;26;28/56;27/01/2025;1.12.01.01.01.00010
65951;09/12/2024;28856;Suporte Dobradica PT Bruto - N11FR;800;PC;35,22;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;17/02/2025;21/02/2025;109;Marcia - Compras;26;28/56;21/02/2025;1.12.01.01.01.00010
65952;09/12/2024;28856;Suporte Dobradica PT Bruto - N11FR;800;PC;35,21;24023;RDR METAIS INDUSTRIAIS LTDA;Atendido;03/03/2025;18/03/2025;109;Marcia - Compras;26;28/56;20/03/2025;1.12.01.01.01.00010
61231;27/03/2024;29442;Porca Sext M14x2,00mm 8.8 Zinc;0,5;CT;75,45;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;02/04/2024;02/04/2024;55;Gabriel André Bertram;26;28/56;08/04/2024;1.04.02.01.03.00016
62569;20/06/2024;29545;Mancal Fixacao 390.226 57mm S-405;6;PC;150,86;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;24/06/2024;26/06/2024;109;Marcia - Compras;23;30/60/90 DIAS;02/07/2024;1.13.01.04.01.00011
63001;10/07/2024;29545;Mancal Fixacao 390.226 57mm S-405;4;PC;150,86;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;15/07/2024;15/07/2024;109;Marcia - Compras;23;30/60/90 DIAS;17/07/2024;1.13.01.04.01.00011
64613;25/09/2024;29545;Mancal Fixacao 390.226 57mm S-405;4;PC;158,4;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;01/10/2024;01/10/2024;109;Marcia - Compras;23;30/60/90 DIAS;03/10/2024;1.13.01.04.01.00011
64752;04/10/2024;29545;Mancal Fixacao 390.226 57mm S-405;6;PC;158,4;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;08/10/2024;08/10/2024;109;Marcia - Compras;23;30/60/90 DIAS;15/10/2024;1.13.01.04.01.00011
61231;27/03/2024;29550;Paraf Sext M10x50x1,50mm 8.8 FLG Zinc;5;CT;171;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;15/04/2024;15/04/2024;55;Gabriel André Bertram;26;28/56;08/04/2024;1.99.04.01.01.00066
65052;18/10/2024;29550;Paraf Sext M10x50x1,50mm 8.8 FLG Zinc;3;CT;171;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;04/11/2024;04/11/2024;55;Gabriel André Bertram;26;28/56;29/10/2024;1.99.04.01.01.00066
65756;29/11/2024;29550;Paraf Sext M10x50x1,50mm 8.8 FLG Zinc;2;CT;171;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;15/01/2025;05/12/2024;55;Gabriel André Bertram;26;28/56;13/12/2024;1.99.04.01.01.00066
60803;01/03/2024;29551;Porca Sext Autotr M10x1,50mm;40;CT;23,43;20201;METALURGICA FEY LTDA.;Atendido;05/03/2024;05/03/2024;55;Gabriel André Bertram;28;28/56/84 DIAS;11/04/2024;1.99.04.01.02.00019
61523;18/04/2024;29551;Porca Sext Autotr M10x1,50mm;20;CT;36,4;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;20/05/2024;20/05/2024;55;Gabriel André Bertram;6;28 DIAS;09/05/2024;1.99.04.01.02.00019
62129;29/05/2024;29551;Porca Sext Autotr M10x1,50mm;30;CT;22,81;20201;METALURGICA FEY LTDA.;Atendido;13/06/2024;13/06/2024;55;Gabriel André Bertram;28;28/56/84 DIAS;05/06/2024;1.99.04.01.02.00019
62483;14/06/2024;29551;Porca Sext Autotr M10x1,50mm;50;CT;22,81;20201;METALURGICA FEY LTDA.;Atendido;08/07/2024;08/07/2024;55;Gabriel André Bertram;28;28/56/84 DIAS;26/07/2024;1.99.04.01.02.00019
62921;05/07/2024;29551;Porca Sext Autotr M10x1,50mm;60;CT;36,4;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;15/07/2024;15/07/2024;55;Gabriel André Bertram;26;28/56;12/07/2024;1.99.04.01.02.00019
63661;07/08/2024;29551;Porca Sext Autotr M10x1,50mm;100;CT;26,51;20201;METALURGICA FEY LTDA.;Atendido;26/08/2024;13/08/2024;55;Gabriel André Bertram;28;28/56/84 DIAS;12/08/2024;1.99.04.01.02.00019
65665;25/11/2024;29551;Porca Sext Autotr M10x1,50mm;80;CT;36,4;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;26/11/2024;26/11/2024;55;Gabriel André Bertram;26;28/56;27/11/2024;1.99.04.01.02.00019
65758;29/11/2024;29551;Porca Sext Autotr M10x1,50mm;40;CT;36,4;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;02/12/2024;02/12/2024;55;Gabriel André Bertram;26;28/56;03/12/2024 - 04/12/2024;1.99.04.01.02.00019
65939;06/12/2024;29551;Porca Sext Autotr M10x1,50mm;80;CT;36,4;20061;COREMMA AUTO PECAS E PARAFUSOS;Atendido;13/01/2025;13/01/2025;55;Gabriel André Bertram;26;28/56;08/01/2025;1.99.04.01.02.00019
61483;16/04/2024;29993;Protetor Cabo Furadeira 2600707060;1;PC;5;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;16/04/2024;16/04/2024;55;Gabriel André Bertram;6;28 DIAS;16/04/2024;4.01.02.13.02.00062
62799;02/07/2024;29993;Protetor Cabo Furadeira 2600707060;1;PC;9;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;02/07/2024;02/07/2024;55;Gabriel André Bertram;6;28 DIAS;02/07/2024;4.01.02.13.02.00062
60322;29/01/2024;30307;(1) Suporte Lixa 4 1/2';10;PC;41,79;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;02/02/2024;02/02/2024;55;Gabriel André Bertram;6;28 DIAS;30/01/2024;4.01.02.10.01.00016
61031;14/03/2024;30307;(1) Suporte Lixa 4 1/2';10;PC;41,79;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;21/03/2024;21/03/2024;55;Gabriel André Bertram;6;28 DIAS;18/03/2024;4.01.02.10.01.00016
61412;09/04/2024;30307;(1) Suporte Lixa 4 1/2';20;PC;41,79;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;14/04/2024;14/04/2024;55;Gabriel André Bertram;6;28 DIAS;06/05/2024;4.01.02.10.01.00016
61959;21/05/2024;30307;(1) Suporte Lixa 4 1/2';20;PC;41,79;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;24/05/2024;24/05/2024;55;Gabriel André Bertram;6;28 DIAS;03/06/2024;4.01.02.10.01.00016
62386;11/06/2024;30307;(1) Suporte Lixa 4 1/2';20;PC;41,79;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;14/06/2024;14/06/2024;55;Gabriel André Bertram;6;28 DIAS;21/06/2024;4.01.02.10.01.00016
62858;03/07/2024;30307;(1) Suporte Lixa 4 1/2';18;PC;41,79;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;08/07/2024;05/09/2024;55;Gabriel André Bertram;6;28 DIAS;08/07/2024;4.01.02.10.01.00016
64190;05/09/2024;30307;(1) Suporte Lixa 4 1/2';8;PC;46,38;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;06/09/2024;06/09/2024;55;Gabriel André Bertram;6;28 DIAS;05/09/2024;4.01.02.10.01.00016
64190;05/09/2024;30307;(1) Suporte Lixa 4 1/2';10;PC;47,5;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;06/09/2024;06/09/2024;55;Gabriel André Bertram;6;28 DIAS;05/09/2024;4.01.02.10.01.00016
64780;04/10/2024;30307;(1) Suporte Lixa 4 1/2';20;PC;50;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;09/10/2024;09/10/2024;55;Gabriel André Bertram;6;28 DIAS;10/10/2024;4.01.02.10.01.00016
65709;28/11/2024;30307;(1) Suporte Lixa 4 1/2';20;PC;52,5;23509;KAPDIMA COMERCIO E MANUTENCAO E EQUIPAMENTO IND. LTDA;Atendido;29/11/2024;29/11/2024;55;Gabriel André Bertram;6;28 DIAS;02/12/2024;4.01.02.10.01.00016
60462;07/02/2024;30361;Terminal Cardan S-334;9;PC;498,8483;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;12/02/2024;12/02/2024;109;Marcia - Compras;10;30/60 DIAS;15/02/2024;1.13.01.03.01.00041
60876;07/03/2024;30361;Terminal Cardan S-334;4;PC;498,8483;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;11/03/2024;11/03/2024;109;Marcia - Compras;10;30/60 DIAS;14/03/2024;1.13.01.03.01.00041
63865;20/08/2024;30361;Terminal Cardan S-334;6;PC;498,8483;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;21/08/2024;21/08/2024;109;Marcia - Compras;23;30/60/90 DIAS;26/08/2024;1.13.01.03.01.00041
60456;06/02/2024;30490;Barra Redonda 1045 16.0mm 1,59kg/m(TREFILADO);28;KG;9,92;23949;ACOS AMERICA LTDA;Atendido;15/02/2024;07/03/2024;109;Marcia - Compras;6;28 DIAS;11/03/2024;1.09.03.03.01.00005
63265;19/07/2024;30490;Barra Redonda 1045 16.0mm 1,59kg/m(TREFILADO);30;KG;10,09;23949;ACOS AMERICA LTDA;Atendido;25/07/2024;05/08/2024;109;Marcia - Compras;11;28/35/42 DIAS;01/08/2024;1.09.03.03.01.00005
65660;25/11/2024;30511;Escovas - GBM10RE - REF F000611030;4;PC;29;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;25/11/2024;25/11/2024;55;Gabriel André Bertram;6;28 DIAS;25/11/2024;4.01.02.13.02.00063
65660;25/11/2024;30511;Escovas - GBM10RE - REF F000611030;4;PC;22;23761;MW MAQUINAS E FERRAMENTAS LTDA;Atendido;25/11/2024;25/11/2024;55;Gabriel André Bertram;6;28 DIAS;25/11/2024;4.01.02.13.02.00063
60075;10/01/2024;30593;Alojamento Engate Inf PL(C)FR25;20;PC;39,9126;22193;BAUMANN IND E COM DE ACOS LTDA;Atendido;12/02/2024;12/02/2024;109;Marcia - Compras;10;30/60 DIAS;01/02/2024;1.15.01.01.02.00002
61083;19/03/2024;30623;Adesivo Sistema Engate BTD;30;PC;29,98;21269;JAK FOTOGRAVURAS IND. GRAFICA LTDA.;Atendido;02/04/2024;08/04/2024;109;Marcia - Compras;6;28 DIAS;10/04/2024;1.99.04.01.08.00008
61104;19/03/2024;30623;Adesivo Sistema Engate BTD;30;PC;29,98;21269;JAK FOTOGRAVURAS IND. GRAFICA LTDA.;Atendido;22/04/2024;09/04/2024;109;Marcia - Compras;6;28 DIAS;10/04/2024;1.99.04.01.08.00008
62596;21/06/2024;30643;Pino Dobradica - N11;4.000,00;PC;0,99;24716;METALURGICA TERENA LTDA;Atendido;17/07/2024;17/07/2024;109;Marcia - Compras;20;35 DIAS;24/07/2024;5.12.06.01.01.00041
64441;17/09/2024;30643;Pino Dobradica - N11;4.000,00;PC;0,99;24716;METALURGICA TERENA LTDA;Atendido;10/10/2024;10/10/2024;109;Marcia - Compras;20;35 DIAS;25/10/2024;5.12.06.01.01.00041
61992;21/05/2024;30660;Terminal MBB 2423 Tracado REI S-336;3;PC;422,25;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;22/05/2024;22/05/2024;109;Marcia - Compras;23;30/60/90 DIAS;24/05/2024;1.13.01.03.01.00034
63202;16/07/2024;30660;Terminal MBB 2423 Tracado REI S-336;19;PC;422,25;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;22/07/2024;23/07/2024;109;Marcia - Compras;23;30/60/90 DIAS;23/07/2024;1.13.01.03.01.00034
64435;17/09/2024;30660;Terminal MBB 2423 Tracado REI S-336;4;PC;443,312;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;18/09/2024;30/09/2024;109;Marcia - Compras;23;30/60/90 DIAS;25/09/2024;1.13.01.03.01.00034
65967;09/12/2024;30660;Terminal MBB 2423 Tracado REI S-336;5;PC;443,312;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;09/12/2024;09/12/2024;109;Marcia - Compras;23;30/60/90 DIAS;17/12/2024;1.13.01.03.01.00034
61992;21/05/2024;30661;Garfo MBB 2423 Tracado REI S-342;3;PC;320,17;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;22/05/2024;22/05/2024;109;Marcia - Compras;23;30/60/90 DIAS;24/05/2024;1.13.01.06.01.00044
63202;16/07/2024;30661;Garfo MBB 2423 Tracado REI S-342;19;PC;320,17;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;22/07/2024;23/07/2024;109;Marcia - Compras;23;30/60/90 DIAS;23/07/2024;1.13.01.06.01.00044
64435;17/09/2024;30661;Garfo MBB 2423 Tracado REI S-342;4;PC;336,1424;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;18/09/2024;30/09/2024;109;Marcia - Compras;23;30/60/90 DIAS;25/09/2024;1.13.01.06.01.00044
65967;09/12/2024;30661;Garfo MBB 2423 Tracado REI S-342;5;PC;336,1424;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;09/12/2024;09/12/2024;109;Marcia - Compras;23;30/60/90 DIAS;17/12/2024;1.13.01.06.01.00044
61992;21/05/2024;30662;Ponteira MBB2423Tracado REI SP-3002;3;PC;315,66;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;22/05/2024;22/05/2024;109;Marcia - Compras;23;30/60/90 DIAS;24/05/2024;1.13.01.05.01.00063
63202;16/07/2024;30662;Ponteira MBB2423Tracado REI SP-3002;19;PC;315,66;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;22/07/2024;23/07/2024;109;Marcia - Compras;23;30/60/90 DIAS;23/07/2024;1.13.01.05.01.00063
64435;17/09/2024;30662;Ponteira MBB2423Tracado REI SP-3002;4;PC;331,408;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;18/09/2024;30/09/2024;109;Marcia - Compras;23;30/60/90 DIAS;25/09/2024;1.13.01.05.01.00063
65967;09/12/2024;30662;Ponteira MBB2423Tracado REI SP-3002;5;PC;331,408;22079;REI AUTO PARTS INDUSTRIA E COM.S/A;Atendido;09/12/2024;09/12/2024;109;Marcia - Compras;23;30/60/90 DIAS;17/12/2024;1.13.01.05.01.00063
60802;01/03/2024;30765;Madeira Reflor BRUTA ASSOALHO40 ASS;39,12;M3;1.700,00;22203;AUSTRALIS LUMBER;Atendido;28/03/2024;17/04/2024;104;Jonas Linshalm;6;28 DIAS;17/04/2024;1.03.01.02.01.00015
61521;18/04/2024;30765;Madeira Reflor BRUTA ASSOALHO40 ASS;40;M3;1.700,00;22203;AUSTRALIS LUMBER;Atendido;29/05/2024;29/05/2024;104;Jonas Linshalm;6;28 DIAS;16/07/2024;1.03.01.02.01.00015
62399;12/06/2024;30765;Madeira Reflor BRUTA ASSOALHO40 ASS;40,914;M3;1.700,00;22203;AUSTRALIS LUMBER;Atendido;30/07/2024;16/08/2024;104;Jonas Linshalm;6;28 DIAS;16/08/2024;1.03.01.02.01.00015
63203;16/07/2024;30765;Madeira Reflor BRUTA ASSOALHO40 ASS;40,161;M3;1.700,00;22203;AUSTRALIS LUMBER;Atendido;30/08/2024;11/09/2024;104;Jonas Linshalm;6;28 DIAS;11/09/2024;1.03.01.02.01.00015
